"aleseriale.pl","papilot.pl","finanse.wp.pl","allrecipes.pl","wp.tv","tipy.interia.pl","natemat.pl","facet.onet.pl","komputerswiat.pl","facebook.com","inframe.platform.onet.pl","biznes.onet.pl","tech.wp.pl","forbes.pl","pudelek.pl","gazeta.pl","kobieta.wp.pl","telemagazyn.pl","panoramafirm.pl","gwiazdy.wp.pl","styl.pl","autocentrum.pl","polska.newsweek.pl","podroze.onet.pl","moto.wp.pl","kobieta.interia.pl","wiadomosci.gazeta.pl","fakt.pl","gowork.pl","sfora.pl","muzyka.onet.pl","pogoda.wp.pl","plotek.pl","znajdzprzepisy.pl","teleshow.wp.pl","cda.pl","przegladsportowy.pl","olx.pl","wp.pl","kobieta.onet.pl","medonet.pl","twojapogoda.pl","tekstowo.pl","wyborcza.pl","wpolityce.pl","sport.wp.pl","demotywatory.pl","film.onet.pl","moto.onet.pl","motoryzacja.interia.pl","wiadomosci.wp.pl","ofsajd.onet.pl","money.pl","dom.gratka.pl","pogoda360.pl","tv.wp.pl","interia.pl","eurosport.onet.pl","swiat.newsweek.pl","pomponik.pl","rozklad-pkp.pl","auto-swiat.pl","bezuzyteczna.pl","technowinki.onet.pl","se.pl","film.wp.pl","geekweek.pl","kwejk.pl","biznes.pl","wiadomosci.onet.pl","biznes.interia.pl","facet.wp.pl","wykop.pl","smaker.pl","sport.pl","f.kafeteria.pl","eska.pl","pogoda.interia.pl","kafeteria.pl","biztok.pl","pogoda.onet.pl","durszlak.pl","turystyka.wp.pl","static.cda.pl","fakty.interia.pl","swiatseriali.pl","msn.com","nk.pl","otomoto.pl","forum.gazeta.pl","wiocha.pl","mapa.targeo.pl","polskieradio.pl"
NA,2.90684825627228,9.96285892804237,3.98157744721586,11.1290113601191,4.29016604411009,3.15740902923378,5.80191658770924,3.48026453932687,2.63601277837659,4.28430019719785,4.31716357059199,9.79695058096046,4.17500777963949,3.758357146435,3.3470767094351,9.84727364741151,3.19325830505205,3.25348232632761,9.1814867003851,5.46631130107446,3.03523833515005,4.14336255807727,4.6961529590609,9.92563521102069,5.1397569557926,3.31305432416961,3.52903700275443,3.23490796571262,3.38585341069496,4.90519247217622,9.22075443878731,3.91279574365099,3.78057571519244,11.9802724878809,2.39648515113247,4.22818177982193,3.5216568145445,4.25010006616751,3.82848974073217,4.04315863998466,1.91382372490546,2.55986045994059,3.53715735824337,3.69574489600499,8.67719034169183,3.17055244890373,4.83915743034735,4.2967336558121,4.64250126459287,6.11366053269888,5.22766545786771,7.15151920581191,3.87519942381696,2.41060671660027,5.65292072885218,3.96067627491059,4.12121171854464,3.56587635358892,4.89431414913744,2.91753519839093,4.12268229020469,2.43191662670594,4.74977283939355,3.50889797981497,11.0708632933537,2.25855524045321,3.14886639163613,4.49315498253487,3.18829404806791,4.74917164581124,11.7630066354223,2.92920533918449,4.34952003872724,3.78870302316097,3.75028476599553,2.93660405589675,3.28494642470031,4.87748505421671,10.1722491591408,3.05448072811132,3.35904619439688,9.87685674727143,2.43725867822741,4.14312906468078,5.4926057685283,1.96029431098498,3.26194667059123,3.7067575802173,4.09539146936294,2.89698917586705,3.70986074719253,3.3265354598476
2.90684825627228,NA,2.292034762623,3.41258509101646,2.74275891706059,5.02210283543617,4.94197170296597,3.0994560994561,3.19887344219688,3.02750317144083,2.78755153433534,2.46819621819622,2.5459817959818,2.48922003606842,4.00927417052139,1.98672229264964,3.58634567622115,3.76800440097143,2.6667300335805,2.5507983892931,2.8245707204815,2.90980207203383,2.29463049848101,2.54626733732495,2.5337799041209,3.38015040779578,2.96222036572914,3.00236005009448,3.83007119573306,3.61286835464303,2.72382804136359,2.69085191495483,3.41794657584131,2.8560433167763,2.99137607799025,3.30657528292064,2.36784822015591,3.6326164294761,2.9793781323056,3.23017747486335,3.50546493107047,1.88083071406549,5.46232583615761,2.67172256007207,2.84911015292066,2.8240935164402,5.02383060786745,2.89999473883078,2.50486656200942,2.03829368792872,2.26029973845682,3.09190013626874,2.44576880157942,2.82567644399705,2.19670984181151,3.01986065602858,2.19493273124558,2.16797686290495,2.47394228346609,2.54462634870798,2.52928046612257,2.64248150807953,6.33238437694532,2.55785061036702,3.70119899214888,2.80825880825881,2.13126784555356,5.44120915245176,1.91299025407553,2.41715824842376,1.65992652091307,3.61740234419279,4.67575091575092,2.81384439034378,3.04532875274358,6.04041895858263,5.06511385814218,2.61485656017553,6.94646190750087,2.78673958367445,2.64402581545439,3.46654014687159,2.36428172125572,3.50851334746614,2.01051170428624,2.72664180564858,1.11097387461024,3.15518151225468,3.239849581313,4.37693462693463,4.57330879866091,2.52181997359662,2.95370211881115
9.96285892804237,2.292034762623,NA,4.52523654738188,14.0553298820798,4.98413377472201,3.72908836748675,5.81769567331065,4.34045967996047,3.03409373250686,4.57439325103918,5.5696761505585,13.2514179225409,5.68979792629457,4.20251233111183,4.25737588621404,10.9289343733753,3.3219620715419,4.02493280507438,9.13612031890908,5.5736181596667,3.91318209687308,4.96965428815406,5.55495488275823,12.9144451667193,5.39171432504018,4.14739652566841,4.12320882270568,4.02587590499085,5.61468535569761,5.47370193230243,11.009300230217,4.4195694226654,4.62688835648491,11.9815009754797,2.47249199125917,4.83827701710055,4.79683267722291,4.50935367129401,4.30114540770574,5.01918842403271,1.9030259058088,2.31861040682953,4.83732115970837,4.72011952426322,9.84794496520444,3.61099818424544,5.11588875261149,5.60398440367883,6.02058368138231,6.88475929445977,5.4290928906468,9.03279031711811,4.46636614395932,2.32072852666525,5.58956828645931,4.55118482131298,4.77981759078967,5.44978395398563,5.04162600104977,3.31467706699905,5.59121852978384,2.46025749749441,5.89468299752764,3.78356387771672,11.2450491744609,2.79243687647049,2.65427242440817,5.71151157197669,3.64171388383912,6.4500268921266,12.8468907698117,2.99048026483321,5.0130449865492,4.44585427539571,4.15236346761532,3.32842124768307,3.65582738329948,5.43992322699177,12.7654600676913,3.52001683790399,3.58294567083464,11.8916851933122,2.49494649830651,4.99063603415159,5.4481097179278,1.92412099325079,4.13846950753694,5.54066254601014,5.18875560052031,2.68969252233544,4.67159415681363,4.45554421145405
3.98157744721586,3.41258509101646,4.52523654738188,NA,5.1735962317888,5.98577611785455,3.32337736454259,4.02929292929293,2.92954235436344,3.29857581354797,3.37699354608489,3.66415827592298,4.26631016042781,3.62430437251562,3.60477342533153,3.03092015646284,4.47188763973375,4.44654743948862,3.68034021696039,3.77740985849455,4.72977136331608,2.72132402030912,3.8974973908023,3.7303210650841,3.73814329326761,5.56730655401659,3.34873468082962,3.73989873794603,3.6083776629918,3.61835278478291,3.5339156831769,4.26470543983786,3.44237111782118,11.4661739041166,4.32478685262381,2.91092481147791,3.4976450477627,4.81012398417005,3.28082109628005,3.91140008829858,3.89725218807246,2.0228460554338,2.88955146654594,3.89812805381052,4.03832448186964,3.57315789299332,3.55362135644741,3.92172663133524,3.1692589763178,4.26285005486379,3.4555064072259,3.95082647393428,3.6508134769929,4.35194997422209,3.00718350186655,3.99638095640122,3.7675588174438,3.25257257078961,4.30393194314763,4.05799297496776,2.63463364293086,3.44624807588469,3.11632616349292,3.55992620242845,4.08726199031096,4.60994955740054,2.88569241510418,3.89998530378621,3.70081685272444,3.18814641820334,4.39597878015182,4.09404830013349,2.9200522875817,7.65881872945016,2.88410546583363,4.91254875869177,3.45353211727683,4.18187154453054,5.95929038281979,4.36862411205436,3.3840256102441,8.13197540682213,4.60213126490418,2.6475228991504,3.53279300877203,4.94365511441597,1.74099929779074,4.47673521441097,4.06975928582815,5.70763116057234,3.47625272331155,4.07621512225872,4.9815459586396
11.1290113601191,2.74275891706059,14.0553298820798,5.1735962317888,NA,4.66356087611954,3.15880520275876,5.87511427120366,3.87947106963071,3.00741660765938,4.5646668641636,4.84847501132417,14.5527255798206,5.25422896462459,4.35176270047654,3.61330954847944,12.3550374607169,3.29131070047271,3.82811924103527,9.79802509258063,5.56708687254678,3.67270721941161,4.64374244734495,5.15063239454887,14.5903464041574,5.26850259092192,3.69638163463509,3.88784581168027,3.59829839577674,5.72342414098487,5.74549498265773,11.6116936414217,3.54473520859878,3.92027845213373,13.2656666520037,2.79385111451027,5.29352470992694,4.67130333715276,4.55954708408529,4.13486777694798,4.47240532755988,1.88716735659373,2.68546103973882,4.11080978467213,4.14944680655202,11.0238612327879,3.776292783735,5.30747640469811,5.53360516578394,5.42212073019886,6.92859270955722,6.08461875798425,8.96512267258723,3.6744594652224,2.63629322896767,5.33494656956781,4.16649085026476,4.76401236578011,5.14085897549585,4.7298597651351,2.53344310496913,5.05601058077138,2.71040658383183,5.7735975453223,3.76026708674051,12.7847158890734,2.89101615582063,3.37570328253611,5.52804122818414,3.41517723221093,5.51626625247388,15.6053524591379,3.11394562383613,4.88795224386808,3.9657325824834,4.0803785352944,3.34030987938316,3.72215336051802,5.21998509362654,13.5018700457344,3.1107923839927,3.43652262046013,13.3744619218053,2.97014353176336,4.49947831318129,5.31216061137244,1.97433307170229,4.20913148930372,5.4551103073245,4.45698324022346,3.22241980748551,4.29861327737288,4.1098661654397
4.29016604411009,5.02210283543617,4.98413377472201,5.98577611785455,4.66356087611954,NA,4.2227782330268,4.72002886002886,4.06835036817233,3.22755057863928,3.79547148385554,3.95306306306306,4.66246753246753,4.52175116951948,3.94401498921766,3.61583457262234,5.04619932795352,4.2972377463806,3.75263261407926,4.14604020832167,7.85230660293857,3.37403256352613,3.96971076237214,4.56451923733093,4.38652920962199,8.32482757577133,3.99630456612913,3.8736109476502,4.30193596704737,3.73718210448021,4.30918829459114,4.88363241663174,4.44991326051755,5.3040804454417,4.61336666250052,3.28906310720622,3.92763076923077,4.78205274389769,3.45267362989472,4.18248164893418,4.71485033228978,1.93359766457342,4.03226751136592,4.30312837108954,4.04814411586811,4.14885011142487,3.82528816284764,4.26321031079845,3.94706246134818,7.98631908237748,3.51155702577044,4.63319573107969,4.09882899501264,3.8151589321055,2.6965513599155,4.23116031916893,5.78228725133753,3.61211492015428,4.12736037624926,6.2025267249757,3.11033138401559,4.54698999862995,4.75337369198444,4.30059949289708,4.33419144970379,4.58775880642547,2.77064819921963,4.36403418803419,4.03137525122021,3.18755492536138,7.6775969819916,4.83698370594922,3.95776338624339,8.15919488644091,3.57318573655247,5.81020899998944,4.2671462000438,4.78421903972857,6.12392721275838,4.50257495590829,3.38037706511176,4.50650219093307,4.48660837805046,3.28718334246299,6.0227937576227,7.82106417284747,1.8168448117539,4.26975888501742,4.76214690458593,6.26329472329472,3.16290036515389,3.98546450729192,4.06073348827243
3.15740902923378,4.94197170296597,3.72908836748675,3.32337736454259,3.15880520275876,4.2227782330268,NA,3.79431504335902,3.66143486025926,3.03943921501087,3.27390732306976,3.3755296883882,3.67875214863743,4.2272001285555,3.60576821802149,3.90188649507405,3.23751295315332,3.97841139103089,3.04789169497317,3.245002459701,3.44025152762278,2.95047445544988,4.61832777908905,3.60262107568885,3.04844102301278,3.43185442932994,5.16856736158336,3.68143564207353,3.57199909451387,3.6500822580061,3.63886195511978,3.37377929613755,4.81054014778702,2.98164369208386,3.33646152739512,2.85059696311481,3.39506005785164,3.22351297307812,3.01264690533173,3.28576370292027,3.55405885219907,1.73200828138622,3.32089259641957,5.71419245453477,6.93329762605686,3.24724119785362,4.19893299132707,3.49417701600291,3.4206616837592,3.38984491183344,3.32591611067926,3.2625811096827,3.41416230718375,3.31221487568458,2.08654039859618,3.30591979560936,2.87852752289767,3.01005910793386,5.51522386449091,3.90178067402869,2.99733655362115,3.56121808246867,3.70528264281663,3.89424196654826,4.53331540939281,3.42038405518329,2.62418496070504,4.04374398950072,3.69642003305869,3.0416077422307,3.69386687702029,3.07513782452795,4.52883280220947,3.41059059672838,3.95368685107628,4.26267923044924,3.7664943464816,3.0331669467938,4.27432628788443,3.31191744259589,2.72917105656794,3.23757538461196,3.49402454269357,2.75920736179382,3.77578911660191,3.51227723370553,1.83219716722237,2.81770523403131,3.69801263109103,4.60377585999001,3.19886773370198,3.25218623521076,5.44909649378833
5.80191658770924,3.0994560994561,5.81769567331065,4.02929292929293,5.87511427120366,4.72002886002886,3.79431504335902,NA,6.69556095075383,2.4657832044951,9.15030046305541,9.635080748362,5.26555325987144,11.6863223375148,3.70174461766889,3.62097070127663,5.46474216993979,3.81897269397269,3.45031895340037,4.96356449639476,6.48768587360595,3.16463779425153,9.36023456535914,11.926776362073,5.2003760843967,5.55996331282318,3.87184846873842,5.55040714878369,4.07946105881886,3.88668086649144,12.0842982550625,5.34010894318951,4.14318132592986,4.03456687291766,6.28585560327686,2.48405551672849,8.76371212121212,3.32149760609034,3.38023991737945,6.59494567784601,10.8749082520709,1.89208185491819,2.57507038499342,4.23589199029126,4.17038042630216,5.1463852923559,3.24693597525524,12.0067066863374,10.6946330184967,5.66159772911598,3.71524085447456,14.387876202296,4.51994750228251,3.6525079034621,2.48572368789559,3.77339596177056,4.53014079340895,8.26981109352419,10.0732323232323,5.30386518243661,3.28705475810739,9.31556626686096,1.78228881210533,13.9195759565016,3.65032240883026,6.04393939393939,2.62526325026325,3.07561412946028,12.4158444914259,4.88914204075494,5.92875220818046,6.27907054631193,3.42489898989899,4.91948555320648,3.81531244306795,4.06146293272042,2.91882330934619,3.32992518390199,4.38845658473758,5.36467162041875,6.18270330859617,3.29477725356487,5.50098502758077,2.40942447080884,4.89820102313092,5.79836172104795,1.89809666917105,3.59688100517369,3.81934085869784,4.33897676085176,3.12128325508607,4.18013574834641,3.64017118222726
3.48026453932687,3.19887344219688,4.34045967996047,2.92954235436344,3.87947106963071,4.06835036817233,3.66143486025926,6.69556095075383,NA,2.99514599093673,4.92240329702423,5.26524113133905,5.67927044930012,6.39899436690443,3.06508848105142,2.91707722383293,3.9648243977857,3.88489690329453,2.92816385956233,3.71204868748742,3.98960137373648,4.33507808951321,5.46932328755154,6.13382797822406,4.55574250257477,3.64093352531119,3.54076030227834,4.08422496708726,3.18543725442155,3.33585987832743,6.15214160818672,3.9108707400718,3.05598006078684,2.76811616718712,4.14236054321103,3.2946096779307,5.85162596058738,3.96495856665977,3.11234503767615,4.21211734687918,5.5702565892826,1.87130096437707,3.15821401635337,3.8881382462812,3.80337808310439,4.14357826704026,3.80327829030321,6.05860215857243,6.88686269220394,4.99199799769446,3.39835738601334,6.7331031013797,3.72482605258938,3.17254223893407,2.3629831557123,4.48498592979912,3.46801201679109,5.17318429897921,6.68037827286096,3.19942402282377,3.26723237371371,8.29013526912959,3.72323834932389,9.11718146342097,3.31701766729032,4.13280699096723,2.8335185545868,3.77283256954565,6.47064546661998,3.50371750283687,4.70640887457696,4.52121622366174,4.67158852621167,3.09079924986713,3.79536521113444,4.0952318903242,3.75935012610019,3.05971840819748,5.03098735631781,4.09173169212734,3.60740426734492,2.83573754552517,3.75593608213513,3.20530962271028,3.6291539004767,3.70512176442876,1.79997547637148,3.78777448071217,4.23430074063352,4.23885235383752,3.44545213914546,4.36619520302058,3.67108637798341
2.63601277837659,3.02750317144083,3.03409373250686,3.29857581354797,3.00741660765938,3.22755057863928,3.03943921501087,2.4657832044951,2.99514599093673,NA,2.67140495485003,2.5667769821162,2.92292278735093,2.68520831633205,3.22868829655327,2.41476919229391,2.88688472898237,3.1909347585717,2.80659682915836,2.83566317487679,2.85499813828178,2.91941501840978,2.74180207339127,2.59111275166436,2.84796872554752,2.73325020369093,3.04079237676352,3.02175134972307,3.44142826202347,3.18675968427516,2.78616826328247,3.00096506118494,2.76600636488208,3.06355322542129,2.88921815096285,3.34352593776519,3.11136233008339,3.92269726446654,2.76014834647122,3.13195678306141,2.39167837120422,1.70636608337435,3.33744566263082,2.96474991599705,3.44996793323125,3.00650949170669,4.38966267129101,2.70958167969165,2.76895975901247,2.67832631512615,2.73956364001261,2.90197823928959,2.86482883488419,3.15461208321888,1.99417636883506,3.60594064926539,2.80923766000791,2.79889852092201,2.88312371832885,2.68686122168326,3.21441306681786,2.92208581692311,4.64928330663337,2.72883322107377,2.78455105667756,2.9915873242025,1.95799296234776,4.57896973880683,2.34357863665626,2.67886064236311,2.43534450418264,2.89077126134829,2.92081717472687,2.56042929149118,3.09279204753766,3.42109516165164,3.64914908841781,2.61179334165188,3.56644434889179,2.92849571852472,2.20173350110156,2.74642603289226,2.96834528190076,3.42356022384694,2.63361626197146,2.9058805086276,2.13684419886991,4.50271339367072,3.92471056500618,3.52121030037601,3.31372542689862,2.93311894786687,3.01531737310514
